url;Field Label;Field Item 1
https://www.ethnologue.com/language/agg;Language Resources;OLAC resources in and about Angor
https://www.ethnologue.com/language/agg;Writing;Latin script [Latn].
https://www.ethnologue.com/language/agh;;Democratic Republic of the Congo
https://www.ethnologue.com/language/agh;ISO 639-3;agh
https://www.ethnologue.com/language/agh;Alternate Names;Angba, Bangalema, Bangelima, Leangba
https://www.ethnologue.com/language/agh;Population;13,600 (2000).
https://www.ethnologue.com/language/agh;Location;Tshopo province: Banalia and Basoko territories.
https://www.ethnologue.com/language/agh;Language Maps;Northern Democratic Republic of Congo
https://www.ethnologue.com/language/agh;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/agh;Classification;Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, C, Ngombe (C.45)
https://www.ethnologue.com/language/agh;Dialects;Beo (Lebeo), Buru (Boro, Leboro), Tungu, Hanga. May be more than one language. Lexical similarity: 60%–65% with Bwa [bww], Kango [kty], and Pagibete [pae]
https://www.ethnologue.com/language/agh;Language Use;Also use Lingala [lin] (Boone and Olson 2004).
https://www.ethnologue.com/language/agh;Language Development;Grammar.
https://www.ethnologue.com/language/agh;Language Resources;OLAC resources in and about Ngelima
https://www.ethnologue.com/language/agh;Writing;Unwritten [Qaax].
https://www.ethnologue.com/language/agi;;India
https://www.ethnologue.com/language/agi;ISO 639-3;agi
https://www.ethnologue.com/language/agi;Alternate Names;Agaria, Agharia, Agoria
https://www.ethnologue.com/language/agi;Population;72,000 (2007).
https://www.ethnologue.com/language/agi;Location;Chhattisgarh state: Bilaspur district
https://www.ethnologue.com/language/agi;Language Maps;India, Map 3
https://www.ethnologue.com/language/agi;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/agi;Classification;Austro-Asiatic, Munda, North Munda, Kherwari
https://www.ethnologue.com/language/agi;Language Use;Also use Hindi [hin].
https://www.ethnologue.com/language/agi;Language Development;Literacy rate in L2: 5%.
https://www.ethnologue.com/language/agi;Language Resources;OLAC resources in and about Agariya
https://www.ethnologue.com/language/agi;Other Comments;A Scheduled Caste in Uttar Pradesh. Chhattisgarhi [hne] L1 of tribe (Singh 1995b). Traditional religion, Hindu.
https://www.ethnologue.com/language/agj;;Ethiopia
https://www.ethnologue.com/language/agj;ISO 639-3;agj
https://www.ethnologue.com/language/agj;Alternate Names;Argoba
https://www.ethnologue.com/language/agj;Population;46,940, all users. L1 users: 43,700 (2007 census). L2 users: 3,240. 100 monolinguals. Ethnic population: 141,000 (2007 census).
https://www.ethnologue.com/language/agj;Location;Afar and Amhara regions: Berehet, Gusa, Khayr Amba, Melkajillo, Metehara, Shewa Robit, Shonke, and Yimlawo villages area in Rift Valley.
https://www.ethnologue.com/language/agj;Language Maps;Djibouti, Eritrea and Ethiopia
https://www.ethnologue.com/language/agj;Language Status;4 (Educational).
https://www.ethnologue.com/language/agj;Classification;Afro-Asiatic, Semitic, South, Ethiopian, South, Transversal, Amharic-Argobba
https://www.ethnologue.com/language/agj;Dialects;Aliyu Amba-Ankober, Shonke-T’allaha, Shagura. Lexical similarity: 53% with Amharic [amh] (Shonke-T’allaha dialect).
https://www.ethnologue.com/language/agj;Language Use;The ethnic group near Ankober mainly speaks Amharic [amh]
https://www.ethnologue.com/language/agj;Language Development;Literacy rate in L2: 16% in Amharic [amh]. Taught in primary schools as medium of instruction. Grammar.
https://www.ethnologue.com/language/agj;Language Resources;OLAC resources in and about Argobba
https://www.ethnologue.com/language/agj;Writing;Ethiopic script [Ethi], in development.
https://www.ethnologue.com/language/agj;Other Comments;Muslim.
https://www.ethnologue.com/language/agk;;Philippines
https://www.ethnologue.com/language/agk;ISO 639-3;agk
https://www.ethnologue.com/language/agk;Alternate Names;Agta
https://www.ethnologue.com/language/agk;Population;5 (Wurm 2000). Ethnic population: 1,000 (1984 SIL).
https://www.ethnologue.com/language/agk;Location;Bicol region: Camarines Sur province, Mount Isarog area.
https://www.ethnologue.com/language/agk;Language Maps;Northern Philippines
https://www.ethnologue.com/language/agk;Language Status;8b (Nearly extinct).
https://www.ethnologue.com/language/agk;Classification;Austronesian, Malayo-Polynesian, Greater Central Philippine, Central Philippine, Bikol, Coastal, Naga
https://www.ethnologue.com/language/agk;Language Use;Home. Negative attitudes. Also use Central Bikol [bcl].
https://www.ethnologue.com/language/agk;Language Resources;OLAC resources in and about Agta, Isarog
https://www.ethnologue.com/language/agl;;Papua New Guinea
https://www.ethnologue.com/language/agl;ISO 639-3;agl
https://www.ethnologue.com/language/agl;Alternate Names;Agala, Sinale
https://www.ethnologue.com/language/agl;Population;350 (1986 SIL).
https://www.ethnologue.com/language/agl;Location;Western province: Upper Strickland river.
https://www.ethnologue.com/language/agl;Language Maps;Papua New Guinea, Map 8
https://www.ethnologue.com/language/agl;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/agl;Classification;Trans-New Guinea, East Strickland
https://www.ethnologue.com/language/agl;Dialects;None known. Reportedly most similar to Odoodee [kkc] and Konai [kxw].
https://www.ethnologue.com/language/agl;Language Development;Literacy rate in L1: Below 5%. Literacy rate in L2: Below 5%.
https://www.ethnologue.com/language/agl;Language Resources;OLAC resources in and about Fembe
https://www.ethnologue.com/language/agl;Other Comments;Bogaia [boq] moved into Fembe [agl] territory, dividing them into 2 geographical areas. Language shift reported towards Konai [kxw], Duna [duc], and Kubo [jko], breaking linguistic identity in 3 directions. Oil company work also impacting language shift.
https://www.ethnologue.com/language/agm;;Papua New Guinea
https://www.ethnologue.com/language/agm;ISO 639-3;agm
https://www.ethnologue.com/language/agm;Alternate Names;Angaatiha, Angaatiya, Angataha, Langimar
https://www.ethnologue.com/language/agm;Autonym;Angaataha
https://www.ethnologue.com/language/agm;Population;2,500 (2015 BTA).
https://www.ethnologue.com/language/agm;Location;Morobe province: Menyamya district.
https://www.ethnologue.com/language/agm;Language Maps;Papua New Guinea, Map 15
https://www.ethnologue.com/language/agm;Language Status;5 (Developing).
https://www.ethnologue.com/language/agm;Classification;Trans-New Guinea, Angan, Angaatiha
https://www.ethnologue.com/language/agm;Typology;SOV.
https://www.ethnologue.com/language/agm;Language Use;All ages. Used as L2 by Susuami [ssu].
https://www.ethnologue.com/language/agm;Language Development;NT: 2004.
https://www.ethnologue.com/language/agm;Language Resources;OLAC resources in and about Angaataha
https://www.ethnologue.com/language/agm;Writing;Latin script [Latn].
https://www.ethnologue.com/language/agn;;Philippines
https://www.ethnologue.com/language/agn;ISO 639-3;agn
https://www.ethnologue.com/language/agn;Alternate Names;Agutayano, Agutayno, Agutaynon
https://www.ethnologue.com/language/agn;Population;15,000 (2007 SIL).
https://www.ethnologue.com/language/agn;Location;Mimaropa region: Palawan province, Brooke’s Point, Roxas, and San Vicente municipalities on Agutaya and 5 surrounding islands
https://www.ethnologue.com/language/agn;Language Maps;Southern Philippines
https://www.ethnologue.com/language/agn;Language Status;5 (Developing).
https://www.ethnologue.com/language/agn;Classification;Austronesian, Malayo-Polynesian, Kalamian
https://www.ethnologue.com/language/agn;Dialects;None known. Lexical similarity: 52% with Cuyonon [cyo], 71% with Calamian Tagbanwa [tbk].
https://www.ethnologue.com/language/agn;Language Use;Mostly spoken in group. All ages. Neutral attitudes. Also use Cuyonon [cyo], English [eng], Filipino [fil].
https://www.ethnologue.com/language/agn;Language Development;Literacy rate in L1: 90%. Literacy rate in L2: 90% in Filipino [fil] or English [eng]. Literature. Videos. Dictionary. Texts. NT: 2004.
https://www.ethnologue.com/language/agn;Language Resources;OLAC resources in and about Agutaynen
https://www.ethnologue.com/language/agn;Writing;Latin script [Latn].
https://www.ethnologue.com/language/agn;Other Comments;Culturally lowland. Christian.
https://www.ethnologue.com/language/ago;;Papua New Guinea
https://www.ethnologue.com/language/ago;ISO 639-3;ago
https://www.ethnologue.com/language/ago;Alternate Names;Ivori
https://www.ethnologue.com/language/ago;Autonym;Tainae
https://www.ethnologue.com/language/ago;Population;1,000 (1991 SIL).
https://www.ethnologue.com/language/ago;Location;Gulf province: Ivori-Swanson district, Famba, Paiguna, and Pio are main villages.
https://www.ethnologue.com/language/ago;Language Maps;Papua New Guinea, Map 15
https://www.ethnologue.com/language/ago;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/ago;Classification;Trans-New Guinea, Angan, Nuclear Angan
https://www.ethnologue.com/language/ago;Dialects;None known. Reportedly similar to Akoye [miw].
https://www.ethnologue.com/language/ago;Language Development;Literacy rate in L1: Below 5%. Literacy rate in L2: Below 5%. Literature.
https://www.ethnologue.com/language/ago;Language Resources;OLAC resources in and about Tainae
https://www.ethnologue.com/language/ago;Writing;Latin script [Latn].
https://www.ethnologue.com/language/agq;;Cameroon
https://www.ethnologue.com/language/agq;ISO 639-3;agq
https://www.ethnologue.com/language/agq;Alternate Names;Wum, Yum
https://www.ethnologue.com/language/agq;Autonym;Agh??m
https://www.ethnologue.com/language/agq;Population;26,700 (2000), increasing.
https://www.ethnologue.com/language/agq;Location;North West region: Menchum division, Wum Central subdivision, Wum area.
https://www.ethnologue.com/language/agq;Language Maps;Central Cameroon
https://www.ethnologue.com/language/agq;Language Status;5 (Developing).
https://www.ethnologue.com/language/agq;Classification;Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Ring, West
https://www.ethnologue.com/language/agq;Dialects;None known. Reportedly similar to Weh [weh]. Minimal regional differences in speech.
https://www.ethnologue.com/language/agq;Language Use;Vigorous. Home, church, market, clinic. All ages. Also use Cameroon Pidgin [wes], English [eng], Isu [isu], Kom [bkm], Weh [weh]. Used as L2 by Isu [isu], Laimbue [lmx].
https://www.ethnologue.com/language/agq;Language Development;Literacy rate in L2: 15%–25%. Used in primary and secondary education informally. Mostly women and children want to learn to read and write. Literature. Radio. Grammar. Texts. Bible portions: 2003.
https://www.ethnologue.com/language/agq;Language Resources;OLAC resources in and about Aghem
https://www.ethnologue.com/language/agq;Writing;Latin script [Latn].
https://www.ethnologue.com/language/agq;Other Comments;Aghem Cultural and Development Association active in language development. Christian, traditional religion.
https://www.ethnologue.com/language/agr;;Peru
https://www.ethnologue.com/language/agr;ISO 639-3;agr
https://www.ethnologue.com/language/agr;Alternate Names;Aguajún, Aguaruna, Ahuajún, Awajunt
https://www.ethnologue.com/language/agr;Autonym;Awajún
https://www.ethnologue.com/language/agr;Population;53,400 (2007 census), increasing. Ethnic population: 55,400 (2007 census).
https://www.ethnologue.com/language/agr;Location;Amazonas, Cajamarca, Loreto, and San Martin regions: upper west Marañon river area
https://www.ethnologue.com/language/agr;Language Maps;Peru
https://www.ethnologue.com/language/agr;Language Status;4 (Educational).
https://www.ethnologue.com/language/agr;Classification;Jivaroan
https://www.ethnologue.com/language/agr;Typology;SOV.
https://www.ethnologue.com/language/agr;Language Use;Vigorous. Also used by Spanish and Quechuas in the area. All domains. Oral and written use in commerce. Letters. All ages. Many also use Spanish [spa].
https://www.ethnologue.com/language/agr;Language Development;Literacy rate in L1: 60%–90%. Literacy rate in L2: 50%–75%. Primary education begins in Aguaruna. Taught in primary schools. Dictionary. Grammar. NT: 1973–2005.
https://www.ethnologue.com/language/agr;Language Resources;OLAC resources in and about Awajún
https://www.ethnologue.com/language/agr;Writing;Latin script [Latn].
https://www.ethnologue.com/language/agr;Other Comments;Christian, traditional religion.
https://www.ethnologue.com/language/ags;;Cameroon
https://www.ethnologue.com/language/ags;ISO 639-3;ags
https://www.ethnologue.com/language/ags;Alternate Names;Aage, Age, Bogen, Bogue, Eshimbi, Essimbi, Isimbi, Mburugam, Simpi
https://www.ethnologue.com/language/ags;Autonym;Esimbi
https://www.ethnologue.com/language/ags;Population;20,000 (1982 SIL), increasing.
https://www.ethnologue.com/language/ags;Location;North West region: Menchum division, Menchum Valley subdivision, from Benakuma into Nigeria.
https://www.ethnologue.com/language/ags;Language Maps;Central Cameroon
https://www.ethnologue.com/language/ags;Language Status;6a (Vigorous).;;;;;;;;;;;;
https://www.ethnologue.com/language/ags;Classification;Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Tivoid;;;;;;;;;;;;
https://www.ethnologue.com/language/ags;Dialects;Upper Esimbi, Lower Esimbi. 100% mutual intelligibility between Upper and Lower Esimbi. Lexical similarity: 35% with Balo [bqo], Ipulo [ass], Iceve-Maci [bec], Caka [ckx], Eman [emn], and Osatu [ost].;;;;;;;;;;;;
https://www.ethnologue.com/language/ags;Typology;SVO; 5 tones.; SVO; prepositions; noun head initial; 14 noun classes; content question word in sentence-final position; up to 3 prefixes; up to 1 suffix; no passives; 30 consonant phonemes; 8 vowel phonemes; 5 tones.
https://www.ethnologue.com/language/ags;Language Use;Vigorous, but children growing up in English- or French-speaking areas do not learn L1 well. Home, neighborhood, market, work, church. All ages. Positive attitudes.;;;;;;;;;;;;
https://www.ethnologue.com/language/ags;Language Development;Literacy rate in L2: 10%. Literature. Radio. Bible portions: 2007.;;;;;;;;;;;;
https://www.ethnologue.com/language/ags;Language Resources;OLAC resources in and about Esimbi;;;;;;;;;;;;
https://www.ethnologue.com/language/ags;Writing;Latin script [Latn].;;;;;;;;;;;;
https://www.ethnologue.com/language/ags;Other Comments;Traditional religion, Christian.;;;;;;;;;;;;
https://www.ethnologue.com/language/agt;;Philippines;;;;;;;;;;;;
https://www.ethnologue.com/language/agt;ISO 639-3;agt;;;;;;;;;;;;
https://www.ethnologue.com/language/agt;Alternate Names;Labin Agta;;;;;;;;;;;;
https://www.ethnologue.com/language/agt;Autonym;Agta;;;;;;;;;;;;
https://www.ethnologue.com/language/agt;Population;780 (2000). Ethnic population: 820.;;;;;;;;;;;;
https://www.ethnologue.com/language/agt;Location;Cagayan Valley region: Cagayan province inland area, east and northeast from Baggao.;;;;;;;;;;;;
https://www.ethnologue.com/language/agt;Language Maps;Northern Philippines;;;;;;;;;;;;
https://www.ethnologue.com/language/agt;Language Status;5 (Developing).
https://www.ethnologue.com/language/agt;Classification;Austronesian, Malayo-Polynesian, Northern Luzon, Northern Cordilleran, Cagayan Valley, Ibanagic, Gaddangic
https://www.ethnologue.com/language/agt;Language Use;All domains. All ages. Positive attitudes. Also use Filipino [fil], in school. Also use Ilocano [ilo], with all non-Agta speakers.
https://www.ethnologue.com/language/agt;Language Development;Literacy rate in L1: 6%. Literacy rate in L2: 6%. Literature. Grammar. NT: 1992.
https://www.ethnologue.com/language/agt;Language Resources;OLAC resources in and about Agta, Central Cagayan
https://www.ethnologue.com/language/agt;Writing;Latin script [Latn].
https://www.ethnologue.com/language/agt;Other Comments;Negrito. Christian.
https://www.ethnologue.com/language/agu;;Guatemala
https://www.ethnologue.com/language/agu;ISO 639-3;agu
https://www.ethnologue.com/language/agu;Alternate Names;Aguacatec, Aguacateco
https://www.ethnologue.com/language/agu;Autonym;Qa’yol
https://www.ethnologue.com/language/agu;Population;9,610 (2003 census). Ethnic population: 11,100 (2003 census).
https://www.ethnologue.com/language/agu;Location;Huehuetenango department.
https://www.ethnologue.com/language/agu;Language Maps;Guatemala
https://www.ethnologue.com/language/agu;Language Status;4 (Educational). Recognized language (2003, Law of National Languages, Decree 19).
https://www.ethnologue.com/language/agu;Classification;Mayan, Yucatecan-Core Mayan, K’ichean-Mamean, Mamean, Awakateko-Ixil
https://www.ethnologue.com/language/agu;Dialects;Chalchiteko (Chalchitec).
https://www.ethnologue.com/language/agu;Typology;VSO.
https://www.ethnologue.com/language/agu;Language Use;All ages. Also use Spanish [spa].
https://www.ethnologue.com/language/agu;Language Development;Literacy rate in L1: 10%. Literacy rate in L2: 29%. Taught in primary schools. Dictionary. Grammar. Bible: 2011. Agency: Academy of Mayan Languages.
https://www.ethnologue.com/language/agu;Language Resources;OLAC resources in and about Awakateko
https://www.ethnologue.com/language/agu;Writing;Latin script [Latn].
https://www.ethnologue.com/language/agv;;Philippines
https://www.ethnologue.com/language/agv;ISO 639-3;agv
https://www.ethnologue.com/language/agv;Alternate Names;Hatang-Kayey, Remontado Agta, Sinauna, Sinauna Tagalog
https://www.ethnologue.com/language/agv;Population;2,530 (2000).
https://www.ethnologue.com/language/agv;Location;Calabarzon region: Laguna province, Santa Maria municipality
https://www.ethnologue.com/language/agv;Language Maps;Northern Philippines
https://www.ethnologue.com/language/agv;Language Status;8a (Moribund).
https://www.ethnologue.com/language/agv;Classification;Austronesian, Malayo-Polynesian, Central Luzon, Sinauna
https://www.ethnologue.com/language/agv;Dialects;None known. Lexical similarity: 73% with Filipino [fil], 37% with Umiray Dumaget Agta [due].
https://www.ethnologue.com/language/agv;Language Use;Also use Filipino [fil].
https://www.ethnologue.com/language/agv;Language Resources;OLAC resources in and about Dumagat, Remontado
https://www.ethnologue.com/language/agv;Other Comments;Reportedly highly endangered
https://www.ethnologue.com/language/agw;;Solomon Islands
https://www.ethnologue.com/language/agw;ISO 639-3;agw
https://www.ethnologue.com/language/agw;Alternate Names;Anganiwai, Anganiwei, Narihua, Wanoni
https://www.ethnologue.com/language/agw;Population;5,170 (1999 SIL).
https://www.ethnologue.com/language/agw;Location;Makira province: south Makira island.
https://www.ethnologue.com/language/agw;Language Maps;Solomon Islands
https://www.ethnologue.com/language/agw;Language Status;5 (Developing).
https://www.ethnologue.com/language/agw;Classification;Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Malaita-San Cristobal, San Cristobal
https://www.ethnologue.com/language/agw;Language Use;All ages. Also use English [eng].
https://www.ethnologue.com/language/agw;Language Development;Literacy rate in L1: 30%–60%. Literacy rate in L2: 25%–50%. Bible: 2011.
https://www.ethnologue.com/language/agw;Language Resources;OLAC resources in and about Kahua
https://www.ethnologue.com/language/agw;Writing;Latin script [Latn].
https://www.ethnologue.com/language/agx;;Russian Federation
https://www.ethnologue.com/language/agx;ISO 639-3;agx
https://www.ethnologue.com/language/agx;Alternate Names;Aghul-ch’al, Agiul Shui
https://www.ethnologue.com/language/agx;Autonym;?????? (A?ul), ????? ????? (A?ul ??al)
https://www.ethnologue.com/language/agx;Population;29,300 (2010 census). Ethnic population: 34,200 (2010 census).
https://www.ethnologue.com/language/agx;Location;Dagestan republic: Agulsky and Kurakhsky districts
https://www.ethnologue.com/language/agx;Language Maps;Western Russian Federation: Enlarged area
https://www.ethnologue.com/language/agx;Language Status;6a (Vigorous). Statutory language of provincial identity in Dagestan Autonomous Republic (1994, Article 10, Constitution).
https://www.ethnologue.com/language/agx;Classification;North Caucasian, East Caucasian, Lezgic, Nuclear Lezgic, East Lezgic
https://www.ethnologue.com/language/agx;Dialects;Agul, Koshan (Q’ushan), Keren, Gequn (Burkikhan), Tsirkhe, Fit’e.
https://www.ethnologue.com/language/agx;Language Use;98% speak it as L1. Home. All ages. Positive attitudes.
https://www.ethnologue.com/language/agx;Language Development;Can be taught as a subject in local schools (Salminen 2007). Newspapers. Dictionary. Grammar. Bible portions: 2005.
https://www.ethnologue.com/language/agx;Language Resources;OLAC resources in and about Aghul
https://www.ethnologue.com/language/agx;Writing;Cyrillic script [Cyrl].
https://www.ethnologue.com/language/agx;Other Comments;Muslim.
https://www.ethnologue.com/language/agy;;Philippines
https://www.ethnologue.com/language/agy;ISO 639-3;agy
https://www.ethnologue.com/language/agy;Alternate Names;Ita, Kabulowan, Kabuluen, Kabuluwan, Kabuluwen
https://www.ethnologue.com/language/agy;Autonym;Alta, Kaboloan
https://www.ethnologue.com/language/agy;Population;1,000 (1982 SIL).
https://www.ethnologue.com/language/agy;Location;Calabarzon region: Quezon province coastal areas
https://www.ethnologue.com/language/agy;Language Maps;Northern Philippines
https://www.ethnologue.com/language/agy;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/agy;Classification;Austronesian, Malayo-Polynesian, Northern Luzon, Meso-Cordilleran, Alta
https://www.ethnologue.com/language/agy;Dialects;None known. Reportedly not similar to other languages. Lexical similarity: 34% with Northern Alta [aqn].
https://www.ethnologue.com/language/agy;Language Use;Also use Filipino [fil].
https://www.ethnologue.com/language/agy;Language Development;Bible portions: 1970.
https://www.ethnologue.com/language/agy;Language Resources;OLAC resources in and about Alta, Southern
https://www.ethnologue.com/language/agy;Writing;Latin script [Latn], no longer in use.
https://www.ethnologue.com/language/agz;;Philippines
https://www.ethnologue.com/language/agz;ISO 639-3;agz
https://www.ethnologue.com/language/agz;Alternate Names;Agta, Lake Buhi West, Mount Iriga Negrito, San Ramon Inagta
https://www.ethnologue.com/language/agz;Population;1,500 (1979 SIL).
https://www.ethnologue.com/language/agz;Location;Bicol region: Camarines Sur province, east of Iriga city.
https://www.ethnologue.com/language/agz;Language Maps;Southern Philippines
https://www.ethnologue.com/language/agz;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/agz;Classification;Austronesian, Malayo-Polynesian, Greater Central Philippine, Central Philippine, Bikol, Inland
https://www.ethnologue.com/language/agz;Dialects;86% intelligibility of Rinconada Bikol [bto], 82% of Mt. Iraya Agta [atl], 72% of Central Bikol [bcl] (Naga dialect). Intelligibility of Naga Bikol for Mt. Iriga Agta doubtful. Lexical similarity: 76% with Iriga City Bikol [bto], 66% with Mt. Iraya Agta [atl], 66% with Central Bikol [bcl] (Naga dialect).
https://www.ethnologue.com/language/agz;Language Use;Also use Filipino [fil].
https://www.ethnologue.com/language/agz;Language Resources;OLAC resources in and about Agta, Mt. Iriga
https://www.ethnologue.com/language/aha;;Ghana
https://www.ethnologue.com/language/aha;ISO 639-3;aha
https://www.ethnologue.com/language/aha;Autonym;Ay?nda
https://www.ethnologue.com/language/aha;Population;175,000 (2013 UNSD).
https://www.ethnologue.com/language/aha;Location;Western region: Takoradi to Princes Town on southwest coast.
https://www.ethnologue.com/language/aha;Language Maps;Ghana
https://www.ethnologue.com/language/aha;Language Status;5 (Developing).
https://www.ethnologue.com/language/aha;Classification;Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Potou-Tano, Tano, Central, Bia, Southern
https://www.ethnologue.com/language/aha;Language Use;Vigorous. Also use Akan [aka], Nzema [nzi].
https://www.ethnologue.com/language/aha;Language Development;Literacy rate in L2: 5%–15%. Radio. NT: 2009.
https://www.ethnologue.com/language/aha;Language Resources;OLAC resources in and about Ahanta
https://www.ethnologue.com/language/aha;Writing;Latin script [Latn], used since 1998.
https://www.ethnologue.com/language/aha;Other Comments;Traditional religion, Christian.
https://www.ethnologue.com/language/ahb;;Vanuatu
https://www.ethnologue.com/language/ahb;ISO 639-3;ahb
https://www.ethnologue.com/language/ahb;Alternate Names;Ahamb
https://www.ethnologue.com/language/ahb;Population;750 (Lynch and Crowley 2001).
https://www.ethnologue.com/language/ahb;Location;Malampa province: south Malekula.
https://www.ethnologue.com/language/ahb;Language Maps;Vanuatu: Enlarged area
https://www.ethnologue.com/language/ahb;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/ahb;Classification;Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, Malekula Coastal
https://www.ethnologue.com/language/ahb;Dialects;None known. Similar to Port Sandwich [psw].
https://www.ethnologue.com/language/ahb;Language Development;Bible portions: 1935.
https://www.ethnologue.com/language/ahb;Language Resources;OLAC resources in and about Axamb
https://www.ethnologue.com/language/ahb;Writing;Latin script [Latn].
https://www.ethnologue.com/language/ahg;;Ethiopia
https://www.ethnologue.com/language/ahg;ISO 639-3;ahg
https://www.ethnologue.com/language/ahg;Alternate Names;Agaw, Kemant, Kemantney, Kimanteney, Qemant, Western Agaw
https://www.ethnologue.com/language/ahg;Population;4,830, all users. L1 users: 1,650 (1994 census). L2 users: 3,180. Ethnic population: 172,000 (1994 census).
https://www.ethnologue.com/language/ahg;Location;Amhara region: north Gonder zone, north of Lake Tana.
https://www.ethnologue.com/language/ahg;Language Status;8b (Nearly extinct).
https://www.ethnologue.com/language/ahg;Classification;Afro-Asiatic, Cushitic, Central, Western
https://www.ethnologue.com/language/ahg;Dialects;Qimant (Chemant, Kamant, Kemanat, Kemant, Kimant, Qemant), Dembiya (Dambya, Dembya), Hwarasa (“Kara” (pej.), Qwara, Qwarina), Kayla, Semyen, Achpar, Kwolasa (Kwolacha). Distinct from Awngi [awn], Bilen [byn], and Xamtanga [xan].
https://www.ethnologue.com/language/ahg;Typology;SOV.
https://www.ethnologue.com/language/ahg;Language Use;Qwara dialect has no remaining speakers. 170,747 ethnic Qimant are monolingual in Amharic [amh]. Also use Hebrew [heb], a few words in prayer.
https://www.ethnologue.com/language/ahg;Language Development;Literacy rate in L2: 15%. Grammar. Bible portions: 1885.
https://www.ethnologue.com/language/ahg;Language Resources;OLAC resources in and about Qimant
https://www.ethnologue.com/language/ahg;Writing;Ethiopic script [Ethi], no longer in use.
https://www.ethnologue.com/language/ahg;Other Comments;Christian, Jewish.
https://www.ethnologue.com/language/ahh;;Indonesia
https://www.ethnologue.com/language/ahh;ISO 639-3;ahh
https://www.ethnologue.com/language/ahh;Alternate Names;Djair, Dyair
https://www.ethnologue.com/language/ahh;Population;3,000 (1987 SIL).
https://www.ethnologue.com/language/ahh;Location;Papua province: Boven Digoel regency, Jair sub-district in south interior between Mapi and Digul rivers.
https://www.ethnologue.com/language/ahh;Language Maps;Indonesia, Eastern Papua
https://www.ethnologue.com/language/ahh;Language Status;6b (Threatened).
https://www.ethnologue.com/language/ahh;Classification;Trans-New Guinea, Ok-Awyu, Awyu-Dumut, Awyu
https://www.ethnologue.com/language/ahh;Language Development;Grammar.
https://www.ethnologue.com/language/ahh;Language Resources;OLAC resources in and about Aghu
https://www.ethnologue.com/language/ahh;Other Comments;Different from Aghu-Tharnggala [gtu] of Australia. Christian, traditional religion.
https://www.ethnologue.com/language/ahi;;Côte d’Ivoire
https://www.ethnologue.com/language/ahi;ISO 639-3;ahi
https://www.ethnologue.com/language/ahi;Alternate Names;Ahizi, Ed-eyng, Ezibo, Kropko, Lélémrin, Prokpo, Tiagba, Tiagbamrin
https://www.ethnologue.com/language/ahi;Population;9,000 (1999 SIL).
https://www.ethnologue.com/language/ahi;Location;Lagunes district: Jacqueville subprefecture, Ebrié lagoon banks, Attoutou B, Nigui-Assoko, Nigui-Saff, Tiagba, and Tiémié villages.
https://www.ethnologue.com/language/ahi;Language Maps;Côte d’Ivoire
https://www.ethnologue.com/language/ahi;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/ahi;Classification;Niger-Congo, Atlantic-Congo, Volta-Congo, Kru, Aizi
https://www.ethnologue.com/language/ahi;Dialects;None known. No intelligibility of Mobumrin Aizi [ahm], even though both are Kru languages.
https://www.ethnologue.com/language/ahi;Language Use;Also use Adioukrou [adj], especially by older adults. Also use French [fra], learned by youth in school.
https://www.ethnologue.com/language/ahi;Language Development;Literacy rate in L2: 25%–50%.
https://www.ethnologue.com/language/ahi;Language Resources;OLAC resources in and about Aizi, Tiagbamrin
https://www.ethnologue.com/language/ahi;Writing;Unwritten [Qaax].
https://www.ethnologue.com/language/ahi;Other Comments;Christian.
https://www.ethnologue.com/language/ahk;;Myanmar
https://www.ethnologue.com/language/ahk;ISO 639-3;ahk
https://www.ethnologue.com/language/ahk;Alternate Names;Ahka, Aini, Ak’a, Aka, Ikor, Yani, “Ekaw” (pej.), “Ikaw” (pej.), “Kaw” (pej.), “Kha Ko” (pej.), “Khako” (pej.), “Khao Kha Ko” (pej.), “Ko” (pej.)
https://www.ethnologue.com/language/ahk;Autonym;A?ka?daw?? (Avkavdawv)
https://www.ethnologue.com/language/ahk;Population;200,000 (Bradley 2007a). Total users in all countries: 610,860.
https://www.ethnologue.com/language/ahk;Location;Shan state: east Kengtung district.
https://www.ethnologue.com/language/ahk;Language Maps;Southwestern China
